basari_sirasi,tyt_turkce,tyt_matematik,tyt_sosyal,tyt_fen
124299.0,23.8,20.6,10.4,2.9
155236.0,25.8,13.0,14.5,5.8
114918.0,29.5,17.9,13.1,3.0
124481.0,28.9,19.6,13.2,2.7
157567.0,27.3,19.1,12.9,4.0
117536.0,28.9,19.1,13.6,3.4
125092.0,27.4,19.9,13.0,3.5
123896.0,26.4,20.3,12.3,3.0
120096.0,29.5,15.9,13.7,2.3
125285.0,28.9,17.0,12.9,1.6
145509.0,27.1,17.4,12.6,2.8
114839.0,29.0,16.8,13.6,2.8
125298.0,27.7,17.2,13.1,2.5
172307.0,27.2,15.8,12.9,2.4
125674.0,30.8,15.8,14.3,2.4
125362.0,28.6,15.5,13.8,3.1
130536.0,26.6,16.7,15.1,1.4
130994.0,30.1,18.2,14.1,1.9
125428.0,29.2,17.6,12.2,1.7000000000000002
177586.0,30.8,14.3,11.6,1.9
121306.0,29.8,15.8,14.0,2.0
125664.0,29.5,16.1,13.4,2.0
141659.0,28.3,16.6,13.0,1.7000000000000002
113360.0,29.5,17.6,13.7,3.2
125668.0,29.5,18.2,13.3,3.0
150399.0,28.4,18.7,12.7,3.6
96344.0,28.5,18.5,13.2,3.1
125960.0,27.7,17.7,13.6,3.2
155294.0,27.3,17.3,12.5,2.7
128688.0,27.5,15.7,13.5,1.6
126002.0,27.2,17.1,12.9,2.0
139754.0,25.8,17.5,12.8,3.0
132585.0,28.5,14.9,13.6,1.5
126096.0,28.2,16.6,13.0,2.0
142730.0,26.1,16.1,12.3,3.6
125840.0,30.9,17.4,11.6,1.6
126776.0,27.8,16.7,12.6,2.8
130213.0,29.0,18.0,12.6,6.2
114946.0,29.2,15.0,14.0,1.3
126986.0,30.0,16.7,13.1,1.7000000000000002
130514.0,26.3,21.3,12.7,2.1
105708.0,29.4,19.2,13.1,3.7
127228.0,29.7,17.9,13.6,2.8
152664.0,27.1,17.0,12.4,3.9
126427.0,29.1,14.5,13.8,2.6
127257.0,28.8,19.1,12.2,2.1
124492.0,27.8,16.4,12.9,2.4
128979.0,27.5,15.6,13.7,1.8
127269.0,28.3,16.1,12.6,1.6
143625.0,26.5,16.2,13.0,2.7
121795.0,29.5,15.7,13.7,2.3
127339.0,29.3,18.7,13.0,2.2
147253.0,28.7,15.9,14.6,3.5
127591.0,27.9,17.9,13.0,4.9
116744.0,29.0,20.2,13.8,2.2
104719.0,29.8,17.2,14.2,3.1
127661.0,29.9,16.7,14.2,2.8
144011.0,28.6,15.7,13.9,2.5
120919.0,28.4,16.2,13.5,2.3
127716.0,27.1,18.2,13.4,3.1
153400.0,27.7,17.6,13.0,2.5
113629.0,29.3,11.2,12.9,1.6
127753.0,30.3,18.1,13.1,1.2
135886.0,29.9,19.3,13.6,3.6
126650.0,29.4,16.2,13.6,1.8
127827.0,27.9,16.9,13.6,2.6
148186.0,27.5,16.7,12.9,2.6
134852.0,26.9,14.9,13.5,1.3
127867.0,28.3,16.8,13.4,1.1
145439.0,26.5,17.6,12.9,2.9
128461.0,29.1,14.9,13.4,1.8
128397.0,30.8,17.2,13.1,1.6
133177.0,28.4,16.7,13.2,3.5
119882.0,28.9,16.3,13.5,2.6
128616.0,28.5,17.8,13.1,1.7000000000000002
135282.0,26.9,17.2,12.8,2.8
119481.0,30.0,20.2,12.1,3.3
128680.0,26.9,18.4,14.3,4.8
165917.0,27.0,16.8,12.7,4.4
130329.0,28.8,16.0,13.0,1.9
128888.0,28.3,15.6,13.1,1.9
149508.0,26.1,16.3,13.0,2.1
135672.0,28.0,14.2,13.4,2.0
129127.0,29.0,17.1,13.0,2.3
148160.0,26.2,17.6,11.8,3.9
127556.0,27.5,17.4,15.4,2.9
129317.0,30.1,13.6,13.7,1.6
143021.0,31.6,16.9,13.0,4.5
132231.0,28.2,17.1,13.5,1.5
129499.0,31.5,17.9,13.1,2.2
129330.0,26.9,15.7,14.4,2.1
124860.0,29.5,16.9,13.3,1.8
129526.0,29.5,16.3,13.5,1.9
138661.0,27.6,16.7,11.4,3.9
132845.0,27.4,16.6,12.4,1.6
129687.0,27.9,17.3,13.5,2.7
111672.0,27.8,19.6,13.2,5.1
145286.0,33.3,11.9,12.0,4.2
129987.0,30.0,19.4,12.2,3.1
106329.0,28.5,21.3,15.3,3.0
134199.0,27.3,14.2,13.1,1.3
130263.0,27.2,16.3,12.7,3.2
146874.0,26.6,15.4,13.0,2.1
119212.0,26.9,19.4,10.2,7.4
130290.0,27.9,9.9,13.8,2.3
200933.0,23.4,18.6,9.8,8.0
122779.0,28.6,17.3,12.7,1.5
130601.0,29.7,16.4,13.6,2.1
150369.0,27.0,17.3,13.0,2.8
124954.0,31.3,13.8,14.6,3.8
130610.0,29.9,21.0,13.1,4.9
155922.0,30.4,14.0,13.2,2.5
122876.0,28.8,16.7,12.8,1.5
113875.0,28.5,20.0,12.8,2.0
130927.0,29.0,17.4,12.8,2.5
101239.0,30.1,19.6,13.8,5.4
112967.0,29.5,17.1,12.9,3.2
131087.0,29.9,17.8,13.0,3.2
110101.0,29.2,17.6,12.7,3.6
136461.0,27.8,15.4,13.4,1.9
131299.0,28.6,16.2,12.9,2.3
151195.0,26.3,16.0,12.8,2.7
119409.0,29.7,17.5,13.5,2.5
131357.0,29.8,17.5,13.8,1.9
155628.0,27.7,17.1,12.7,3.6
110916.0,28.7,16.3,14.1,2.2
131571.0,28.2,16.7,13.7,2.6
170262.0,26.9,15.9,12.7,3.1
146338.0,30.7,17.7,12.3,3.0
131644.0,29.7,20.3,12.7,5.0
151765.0,30.1,21.2,13.6,5.5
112862.0,29.8,17.8,13.7,3.5
131899.0,28.8,19.1,13.0,3.6
153642.0,27.4,19.0,12.4,4.0
137936.0,28.1,15.3,12.9,1.8
131965.0,27.4,15.7,12.3,2.0
151640.0,25.2,16.2,12.7,3.6
126818.0,30.4,15.8,10.9,1.5
132056.0,29.0,14.4,14.0,0.7000000000000001
132429.0,28.7,18.7,14.0,3.4
130176.0,29.8,20.4,14.4,1.8
132245.0,29.5,14.5,13.7,3.4
136085.0,27.6,18.2,11.6,2.9
121565.0,29.1,19.4,13.0,3.2
132246.0,27.9,20.1,12.9,1.6
130445.0,31.2,15.6,13.8,2.1
132365.0,26.5,19.2,12.6,0.5
136856.0,26.9,22.1,13.3,3.3
183110.0,27.2,16.0,11.7,1.1
132695.0,31.4,17.3,14.5,4.6
115505.0,27.9,22.2,13.7,3.9
123833.0,30.0,16.4,14.0,2.4
132786.0,29.3,16.7,13.9,2.6
143275.0,28.0,16.5,13.4,3.6
137913.0,27.5,14.8,13.1,2.2
132852.0,29.0,22.0,12.9,1.2
144495.0,30.4,14.7,13.7,1.8
132632.0,26.8,15.5,13.5,2.9
133051.0,25.8,19.2,13.6,4.1
155295.0,25.9,13.6,10.5,1.4
113824.0,29.4,19.8,13.3,5.5
133670.0,28.4,16.6,14.0,2.8
156000.0,26.5,17.1,13.2,3.3
126240.0,28.0,17.1,13.1,1.8
134002.0,28.8,14.9,13.1,1.5
154464.0,26.8,16.4,12.8,2.7
124298.0,29.8,15.5,13.8,2.6
134020.0,29.7,16.1,13.8,2.1
153982.0,28.1,17.5,12.8,3.6
138393.0,26.6,15.2,13.4,1.7000000000000002
134199.0,27.5,17.4,12.8,0.9
154659.0,23.8,15.5,13.0,2.5
124208.0,29.5,17.6,13.7,0.8
134225.0,28.5,15.7,13.7,2.4
119443.0,29.0,16.3,13.8,2.3
134361.0,29.1,17.0,13.2,1.8
140123.0,28.1,16.4,13.1,2.5
127403.0,30.2,15.6,13.6,2.1
135027.0,29.0,17.2,13.6,2.5
159585.0,28.3,17.4,13.6,3.4
133315.0,29.4,14.5,14.0,2.0
135038.0,29.5,16.7,13.9,1.5
152159.0,28.5,16.1,14.2,2.2
117443.0,28.2,16.4,12.6,2.7
135063.0,29.1,15.2,13.9,1.8
177770.0,27.0,16.2,12.5,2.8
138300.0,29.5,16.9,12.8,2.8
135088.0,28.9,17.1,13.8,3.4
157230.0,27.8,15.4,13.4,3.4
134940.0,30.2,16.3,13.9,1.0
135669.0,31.7,17.3,14.0,2.4
146402.0,26.8,15.6,13.2,3.8
128282.0,28.1,16.7,13.5,4.2
135863.0,31.0,16.5,15.7,1.2
150140.0,27.6,20.3,11.2,4.5
140334.0,27.3,14.7,12.7,1.7000000000000002
136024.0,27.3,14.3,12.5,1.2
156208.0,25.4,16.9,12.9,2.4
113974.0,27.0,19.6,14.6,4.7
136070.0,23.2,23.6,11.4,5.8
181700.0,28.3,21.1,10.3,9.5
132594.0,26.9,15.3,13.4,2.8
136387.0,28.2,17.8,12.4,3.2
142155.0,26.6,21.3,9.0,3.0
130152.0,31.4,14.3,14.1,1.5
136644.0,29.6,16.3,12.6,1.2
131282.0,30.7,15.9,12.6,4.0
100375.0,29.4,20.1,13.6,4.2
136746.0,29.2,18.2,12.1,2.8
187281.0,28.1,16.7,12.8,1.0
131556.0,28.8,15.3,12.1,4.5
136975.0,28.4,19.4,13.4,2.9
140914.0,29.4,19.1,11.6,5.2
132378.0,28.9,15.0,12.9,1.4
137146.0,28.4,16.2,13.1,0.7000000000000001
166921.0,26.7,14.2,12.5,2.5
139367.0,28.3,14.1,13.0,2.7
137397.0,28.3,16.4,12.9,1.8
150905.0,24.7,17.5,12.1,2.7
66901.0,30.3,25.7,14.0,4.4
137846.0,30.4,17.9,13.6,3.3
191637.0,27.4,19.9,12.7,5.3
145889.0,28.7,15.1,13.2,2.0
138215.0,27.9,16.9,12.2,3.4
160420.0,29.7,14.1,16.1,2.4
117032.0,29.4,18.2,13.2,2.3
138392.0,28.9,17.7,13.2,2.9
171216.0,28.2,15.8,12.9,2.8
144160.0,27.5,14.9,13.3,1.2
138827.0,27.9,16.1,12.5,1.3
157568.0,24.3,16.7,12.3,2.2
109033.0,29.5,18.8,13.2,2.8
138867.0,28.0,18.2,13.7,3.6
165715.0,27.1,18.0,13.1,4.2
138570.0,30.4,18.0,14.0,2.0
138966.0,30.4,19.3,13.4,3.2
146423.0,27.3,19.8,12.3,2.1
338690.0,28.4,16.6,12.4,3.5
139018.0,28.7,22.0,13.1,6.1
144799.0,29.3,24.8,12.4,9.1
137690.0,27.7,14.0,12.8,1.8
139247.0,29.2,15.1,13.3,1.3
160700.0,28.2,13.9,13.0,1.7000000000000002
145684.0,27.8,13.9,13.6,2.0
139827.0,27.1,14.3,12.0,1.3
160890.0,25.5,15.8,12.7,2.4
144101.0,29.4,13.3,14.0,1.4
140519.0,27.5,16.0,14.8,2.5
148637.0,26.8,18.2,12.8,3.3
132515.0,28.3,15.0,13.6,1.9
140665.0,28.4,16.2,13.7,2.0
160657.0,27.7,16.9,12.4,3.0
155373.0,30.9,14.2,11.4,2.1
141090.0,28.1,16.7,12.5,3.1
182578.0,27.0,15.5,13.3,1.4
141309.0,28.4,13.1,13.0,0.5
157798.0,27.9,13.4,14.6,1.6
103692.0,31.9,20.4,12.7,1.2
141414.0,28.3,9.4,15.6,0.3
206054.0,26.4,14.6,11.5,1.0
144277.0,28.2,15.0,12.8,0.9
141612.0,27.4,15.6,12.9,1.5
159654.0,25.3,16.4,12.5,1.9
139827.0,28.0,14.2,13.0,1.5
141630.0,28.2,16.3,13.1,2.0
162272.0,27.2,16.3,13.0,2.0
153672.0,30.4,12.8,14.0,2.6
141667.0,30.9,17.2,14.9,0.2
154121.0,29.4,14.7,11.8,0.7000000000000001
142047.0,29.8,17.4,12.8,1.9
153056.0,30.4,13.8,14.7,2.0
123753.0,32.5,17.7,14.2,2.9
142301.0,28.1,19.4,13.6,1.3
117894.0,29.8,25.7,11.3,8.6
150401.0,28.8,13.0,13.0,2.7
131986.0,28.3,16.8,13.2,2.3
142575.0,26.4,17.6,12.2,2.2
161317.0,28.3,17.2,13.3,2.6
153006.0,29.3,16.4,13.5,2.0
142665.0,28.6,13.4,13.2,1.8
171409.0,24.4,19.7,10.6,4.0
141779.0,29.4,17.0,13.5,3.6
142929.0,27.6,17.7,12.3,3.8
182677.0,25.2,14.9,8.6,0.7000000000000001
134586.0,29.9,12.0,14.3,2.0
143328.0,28.1,15.7,14.3,4.0
139743.0,28.8,17.0,13.4,4.1
166725.0,28.1,15.6,12.0,4.2
143465.0,26.4,16.9,12.9,2.4
293616.0,26.5,17.1,11.4,0.8
154939.0,32.2,15.8,13.0,0.8
143488.0,29.2,17.1,13.7,1.3
162618.0,24.8,16.9,11.6,2.2
119092.0,29.2,17.2,12.8,2.4
143514.0,27.8,17.4,12.8,3.1
177590.0,25.0,17.3,13.0,4.5
124362.0,31.5,22.8,14.4,6.6
144227.0,29.0,22.7,14.1,7.3
258344.0,29.5,20.6,12.8,5.2
139419.0,28.5,14.9,13.3,1.3
144380.0,28.8,16.1,13.1,1.8
165165.0,27.1,15.2,12.6,2.2
200407.0,27.4,11.9,13.2,1.4
144387.0,26.6,21.4,11.6,3.0
206493.0,23.7,14.4,10.5,2.4
137214.0,28.7,16.0,12.7,2.2
144491.0,28.2,15.9,13.4,1.6
164267.0,27.3,15.7,13.2,2.4
139779.0,27.0,14.1,12.9,0.5
145169.0,29.4,15.8,10.1,3.6
161329.0,30.5,16.7,13.3,2.8
162211.0,28.2,13.5,12.5,1.2
145534.0,27.1,19.5,11.6,0.2
164853.0,25.9,13.7,14.0,0.1
138763.0,29.4,16.1,14.2,2.1
146037.0,29.0,17.3,13.6,3.2
171215.0,28.3,15.8,13.9,4.0
122366.0,31.4,16.4,13.9,2.8
146487.0,28.6,21.9,13.7,6.3
162848.0,27.9,14.5,12.4,3.8
115803.0,28.8,18.1,13.6,3.4
146534.0,28.8,17.2,13.5,3.3
175693.0,27.5,17.5,12.8,3.4
143173.0,27.8,16.8,12.7,1.5
146725.0,29.3,16.0,12.9,2.1
163257.0,26.7,16.8,12.4,2.5
145229.0,28.3,16.6,14.1,2.1
147123.0,29.4,13.7,13.1,1.6
152946.0,28.8,15.4,13.2,1.8
129470.0,29.2,17.4,13.8,2.6
147684.0,27.6,17.1,13.4,1.9
181356.0,26.5,16.1,12.4,3.8
140036.0,28.4,14.8,13.5,2.2
148128.0,28.5,16.6,13.0,1.9
177640.0,25.9,16.1,13.4,2.8
122357.0,29.0,16.5,13.6,3.8
148173.0,29.4,16.7,13.2,2.3
173749.0,27.2,16.9,13.3,3.5
150769.0,26.5,13.3,13.0,1.7000000000000002
148501.0,26.6,15.0,12.7,1.4
164579.0,23.9,15.4,12.1,1.8
136023.0,29.2,15.1,13.8,2.5
149190.0,28.6,16.2,13.1,1.8
170289.0,28.4,15.8,13.7,3.7
139417.0,28.7,14.9,12.6,1.4
149477.0,29.5,16.9,12.4,2.3
143675.0,27.6,20.2,12.8,2.1
135697.0,29.4,13.7,13.4,2.4
149538.0,29.1,16.1,13.5,1.4
150050.0,26.9,16.9,13.2,2.4
141336.0,29.3,13.4,12.4,2.4
149553.0,28.5,16.3,14.0,1.9
153577.0,27.1,17.0,11.8,2.9
145421.0,30.2,10.3,13.1,1.0
149732.0,29.5,14.7,13.8,2.9
190522.0,25.7,14.9,9.5,1.5
138674.0,28.9,19.2,13.0,4.5
149747.0,28.8,20.8,13.4,5.6
135151.0,28.2,21.2,12.7,6.2
175223.0,27.4,13.7,14.1,1.3
149778.0,29.4,15.3,13.3,5.7
218132.0,25.5,14.9,13.1,0.3
153179.0,30.2,11.4,14.8,3.1
149931.0,28.1,16.4,13.9,1.9
149833.0,29.9,13.7,14.3,2.5
138110.0,29.4,13.5,13.5,1.6
150367.0,29.5,14.2,12.9,1.2
169420.0,26.7,14.5,13.0,2.3
140217.0,29.2,14.9,13.4,2.1
150587.0,28.5,15.9,13.4,2.1
185667.0,26.8,15.7,13.2,3.3
144401.0,28.1,13.8,13.1,1.6
150592.0,27.8,16.2,12.3,1.4
172759.0,26.5,15.5,12.4,2.0
55760.0,33.0,24.5,13.5,2.2
150840.0,31.5,16.3,10.8,0.0
154688.0,29.0,14.8,15.2,2.4
151074.0,28.1,19.4,12.6,3.6
288577.0,29.0,16.4,13.1,3.8
127456.0,29.0,16.8,13.1,2.4
151149.0,29.1,16.2,13.3,2.1
152269.0,27.7,17.3,13.1,3.0
147524.0,27.0,17.0,13.0,0.8
151371.0,29.7,16.4,10.5,1.3
153966.0,28.7,17.2,12.8,1.2
141499.0,29.5,16.1,13.7,2.8
151393.0,28.6,17.3,13.3,2.4
172736.0,27.2,17.4,12.7,3.4
159003.0,28.0,14.5,13.4,3.0
151435.0,28.1,16.7,13.9,2.3
173430.0,26.9,17.3,13.5,3.5
190088.0,28.7,13.3,13.4,2.6
151681.0,24.3,20.1,11.5,4.6
193765.0,28.1,22.3,13.6,6.6
154673.0,29.0,16.7,12.5,1.0
152383.0,29.4,11.9,12.9,0.0
160627.0,27.9,16.7,12.6,3.9
142053.0,27.3,14.7,12.7,1.9
152629.0,28.6,15.9,12.4,1.6
173161.0,27.6,14.3,12.2,2.7
221745.0,27.1,11.8,12.6,0.7000000000000001
152768.0,26.6,21.0,11.2,4.4
302413.0,25.0,14.5,12.7,1.9
158248.0,28.2,15.2,12.5,2.2
152805.0,25.6,20.9,9.8,2.0
163720.0,27.9,17.3,13.0,3.7
133182.0,29.4,15.7,12.4,1.6
152878.0,28.7,14.9,12.5,2.4
153262.0,27.3,16.3,12.8,2.0
147504.0,28.5,15.2,13.9,1.7000000000000002
153287.0,28.5,16.9,13.3,2.1
148662.0,27.0,18.3,12.9,2.7
143837.0,28.2,15.4,12.2,2.3
153306.0,28.3,14.6,13.2,2.3
190279.0,26.6,15.4,12.8,2.5
163053.0,27.8,12.8,13.7,1.7000000000000002
153767.0,27.8,18.0,13.6,1.5
164996.0,25.7,17.8,12.3,2.4
145796.0,27.4,14.0,13.7,2.2
153933.0,28.1,12.5,13.0,1.6
173923.0,27.9,15.4,13.0,2.8
153452.0,28.9,14.8,13.8,2.8
154219.0,27.1,17.8,13.0,1.6
164151.0,26.9,17.8,12.4,3.4
132780.0,28.0,15.1,13.4,2.5
154424.0,27.9,15.3,12.8,1.4
157396.0,27.1,15.8,13.2,2.1
142080.0,28.1,16.3,12.9,2.4
154463.0,27.8,15.7,13.1,1.8
169154.0,28.6,16.1,12.9,2.7
177594.0,30.2,13.8,13.6,2.6
154734.0,30.0,18.3,12.5,2.7
117668.0,31.2,21.0,13.6,5.0
155109.0,27.1,14.4,13.7,0.8
154814.0,30.0,16.3,12.0,0.8
160956.0,27.2,16.2,13.4,1.2
141970.0,29.5,16.2,13.0,2.6
155218.0,29.3,16.8,12.8,1.9
146514.0,28.4,15.6,12.9,1.9
155841.0,29.7,16.0,13.4,1.3
176157.0,26.6,14.8,12.1,2.9
125562.0,30.4,23.7,13.6,6.7
156435.0,28.9,22.3,13.9,8.5
147731.0,29.0,23.2,13.1,8.0
120172.0,29.9,17.0,10.2,2.6
156479.0,31.4,16.9,13.6,2.9
195140.0,24.4,18.6,10.2,6.5
138630.0,29.3,14.8,13.6,2.2
156652.0,30.9,16.9,12.9,3.1
193815.0,30.4,13.3,12.2,4.2
154139.0,28.3,13.5,13.9,1.3
156851.0,28.5,16.6,12.9,1.8
176972.0,26.8,15.3,13.1,2.1
130773.0,28.9,17.2,13.0,3.5
156945.0,28.6,17.4,12.9,3.2
183677.0,26.8,17.4,12.7,2.9
145428.0,28.2,13.5,12.2,2.5
157007.0,29.7,14.1,13.6,2.1
146188.0,29.2,15.2,13.1,3.8
133110.0,29.5,14.3,13.2,1.8
157335.0,28.4,15.4,12.7,1.1
178915.0,26.4,14.5,12.1,2.4
147385.0,29.9,12.7,14.0,2.1
157609.0,28.6,16.4,13.3,1.9
181591.0,27.9,14.8,13.1,2.9
151974.0,28.0,13.5,12.8,1.6
157669.0,28.0,16.0,12.5,1.8
175497.0,27.5,14.9,12.8,2.7
154158.0,30.2,16.7,13.9,2.7
158249.0,29.4,19.0,13.0,3.9
157061.0,29.1,18.6,12.7,3.6
152109.0,29.1,16.1,13.8,3.9
158340.0,29.9,17.6,13.6,3.7
188417.0,28.4,15.7,13.2,4.2
131841.0,29.5,16.8,13.5,3.6
158369.0,28.3,15.2,12.7,1.7000000000000002
167430.0,27.9,17.0,13.1,2.7
145186.0,27.7,14.7,13.1,1.7000000000000002
158668.0,28.4,14.9,13.3,2.3
195386.0,26.4,14.3,13.0,2.5
160910.0,30.5,16.1,13.2,4.3
158805.0,28.2,16.1,12.8,2.2
165072.0,29.1,16.4,14.5,4.7
155459.0,30.4,13.4,14.3,3.6
159307.0,30.2,14.8,11.4,2.9
141684.0,27.2,13.4,14.1,1.6
173324.0,29.2,13.8,11.2,1.8
159468.0,23.4,11.4,14.8,3.3
151263.0,27.6,15.4,13.3,1.5
159958.0,27.5,15.7,12.3,1.6
173653.0,25.9,14.9,12.8,2.1
155542.0,27.9,14.6,12.7,1.9
159995.0,27.0,16.1,12.6,2.5
176055.0,26.5,17.4,12.1,2.1
165420.0,23.3,18.8,9.8,1.0
160001.0,28.1,15.5,12.4,2.8
163967.0,30.1,7.4,13.3,1.1
150692.0,27.8,13.7,13.3,1.2
160276.0,28.4,15.2,13.0,1.4
180460.0,28.1,14.7,12.7,2.0
146024.0,27.5,16.7,13.2,1.6
160626.0,27.3,18.8,13.0,2.4
169528.0,26.8,17.6,12.3,2.7
139847.0,27.8,18.1,11.1,3.4
160664.0,29.9,21.6,13.6,3.6
159902.0,22.4,22.3,11.3,2.8
149221.0,27.6,15.9,13.4,1.9
160994.0,27.5,16.5,13.8,2.5
203649.0,25.7,14.4,12.7,2.7
167777.0,28.4,12.4,12.4,0.5
161002.0,27.6,19.3,10.4,2.9
240075.0,27.7,11.9,15.6,3.1
151249.0,27.7,14.4,13.1,1.5
161018.0,28.0,14.5,13.0,0.9
180952.0,26.7,14.3,12.6,2.3
143997.0,26.4,17.4,10.0,2.2
161103.0,29.8,14.9,14.6,3.4
159724.0,28.4,16.3,15.9,3.7
140592.0,29.4,13.8,13.1,1.6
158365.0,28.9,15.2,13.5,1.8
161843.0,28.3,16.4,13.6,2.2
183550.0,27.5,15.4,13.6,2.3
146775.0,27.1,13.9,13.4,3.0
162045.0,30.1,16.1,12.3,3.3
167057.0,28.8,17.7,12.2,1.6
188876.0,26.8,15.1,12.2,1.0
162062.0,29.7,17.2,14.0,1.6
162117.0,27.0,10.6,12.9,3.0
162104.0,27.9,14.4,13.4,2.3
161912.0,25.7,13.5,12.6,1.6
147798.0,28.6,16.3,12.9,3.1
162624.0,30.4,18.3,13.1,2.9
173582.0,27.2,16.9,12.7,4.5
156795.0,30.1,12.2,12.3,2.4
162761.0,28.6,16.5,13.7,4.8
179858.0,30.4,12.3,14.2,1.4
130337.0,30.5,19.3,13.0,3.4
162805.0,29.3,18.1,13.5,2.6
175125.0,29.0,18.1,12.8,3.0
173954.0,31.6,11.0,15.3,1.2
163164.0,26.9,14.7,15.0,2.0
238741.0,27.3,13.9,14.0,1.5
148411.0,29.5,20.1,13.2,3.2
163321.0,29.3,18.4,13.2,4.2
171187.0,29.1,19.4,12.7,4.7
149927.0,28.8,16.3,14.1,5.5
163769.0,26.9,15.4,13.4,3.0
212516.0,25.9,14.3,13.1,4.6
159068.0,30.4,14.9,11.2,0.9
164792.0,29.3,13.6,14.2,1.8
196584.0,25.8,16.1,11.0,2.4
157158.0,29.0,12.0,12.7,2.3
164966.0,28.4,13.2,14.7,0.3
186174.0,25.9,13.1,14.3,4.5
143269.0,29.2,16.0,12.6,2.7
165229.0,28.0,16.9,12.3,3.1
135269.0,28.4,20.4,12.5,4.0
165246.0,29.4,16.8,13.0,2.5
190650.0,26.7,15.8,12.6,5.2
150699.0,29.9,17.2,12.9,0.6000000000000001
165517.0,29.5,13.6,16.1,4.0
181789.0,24.7,16.6,12.3,4.7
167347.0,29.5,14.4,13.7,1.8
165554.0,27.8,15.8,12.2,1.3
171019.0,27.5,12.9,12.1,2.1
141616.0,28.7,15.7,13.0,2.4
165876.0,27.7,15.3,13.3,1.7000000000000002
195666.0,28.0,16.4,12.1,2.5
152348.0,29.0,13.0,13.0,1.1
166062.0,28.9,15.1,12.6,1.2
184886.0,26.5,13.8,12.6,2.1
151854.0,29.0,14.9,14.0,2.5
166235.0,24.0,18.6,11.5,2.2
183195.0,29.4,13.7,12.6,3.0
174280.0,26.8,16.4,10.9,1.5
166745.0,25.9,16.5,13.8,0.3
197532.0,24.8,15.1,11.9,0.2
187734.0,26.9,13.4,12.7,1.2
166874.0,25.5,12.4,13.3,2.0
189933.0,23.4,12.5,12.8,1.6
130119.0,29.8,14.7,14.2,2.8
166882.0,27.4,14.1,12.7,1.5
184106.0,27.7,15.6,13.7,3.2
80328.0,29.8,24.4,13.1,6.1
166889.0,28.2,20.1,13.2,6.7
257609.0,25.9,18.8,11.7,6.9
158060.0,27.2,13.7,12.7,1.6
166984.0,27.9,15.6,12.5,1.6
184198.0,26.8,14.8,12.2,2.3
161205.0,27.2,12.1,14.2,1.4
167193.0,28.3,16.3,14.4,1.7000000000000002
154983.0,28.1,18.1,13.1,2.2
157264.0,28.0,13.3,13.0,1.4
167377.0,28.5,15.2,12.9,1.3
185718.0,26.8,14.8,12.6,1.8
179561.0,30.2,16.6,13.1,2.7
167520.0,27.5,14.8,13.4,3.0
152965.0,28.3,14.2,12.4,5.3
167600.0,26.9,16.9,13.7,1.2
179598.0,27.6,17.2,14.0,1.8
166080.0,27.9,14.0,12.6,1.7000000000000002
167653.0,27.1,16.2,12.2,2.0
178758.0,25.4,16.8,12.0,2.9
152766.0,28.5,16.2,13.0,2.2
168086.0,27.2,16.6,12.0,2.0
200207.0,27.2,14.8,11.9,2.4
156548.0,28.5,15.2,13.0,1.5
168189.0,27.4,17.2,12.3,1.9
186584.0,26.3,15.4,11.7,2.5
179174.0,24.8,9.8,11.5,1.6
168287.0,31.0,13.6,14.8,0.3
207370.0,30.1,13.1,13.8,5.1
148735.0,27.8,16.0,13.3,2.5
168622.0,28.3,16.5,13.1,2.0
209416.0,26.4,14.4,12.6,2.8
166930.0,30.0,10.5,10.8,3.8
169609.0,30.3,20.5,12.2,0.9
167925.0,31.0,16.4,13.9,3.8
160090.0,28.3,13.8,13.2,1.4
169762.0,27.9,16.7,12.3,2.2
188860.0,26.7,14.3,12.8,2.4
127356.0,28.6,15.6,12.0,2.2
169774.0,29.9,19.8,15.6,3.4
233923.0,26.0,15.4,13.4,4.1
157506.0,28.7,17.9,12.7,5.2
170090.0,28.8,20.2,12.6,6.0
182338.0,27.8,22.0,12.6,6.1
165395.0,28.4,13.4,11.4,0.6000000000000001
170140.0,29.6,15.6,12.4,1.2
155631.0,29.2,14.8,12.8,3.0
152072.0,28.9,16.0,11.7,2.2
170182.0,27.2,18.3,12.4,2.9
167434.0,26.6,17.9,12.0,3.0
172664.0,25.6,15.2,12.4,3.4
170241.0,27.3,18.8,14.5,4.0
174598.0,27.0,18.7,14.9,6.6
188165.0,21.1,16.1,8.8,0.6000000000000001
170740.0,23.4,18.6,12.4,5.0
193187.0,25.5,23.5,10.1,5.9
142819.0,28.9,17.7,14.4,2.8
170743.0,24.8,20.8,11.5,0.6000000000000001
218381.0,26.4,15.3,10.9,0.1
159932.0,28.2,14.9,13.3,2.8
170788.0,27.4,16.7,12.6,2.1
158868.0,26.4,19.2,12.2,3.9
158375.0,28.9,15.0,13.1,1.7000000000000002
170809.0,27.6,14.7,12.4,1.4
188295.0,26.5,14.7,12.2,2.3
174084.0,26.4,16.2,14.1,2.8
170851.0,31.1,19.1,12.9,2.6
188400.0,28.9,13.8,13.9,1.3
161676.0,27.3,16.3,12.8,1.2
170883.0,30.0,15.4,14.3,1.9
151207.0,23.4,16.8,11.3,2.4
178636.0,28.6,8.3,12.6,1.4
170938.0,27.5,13.8,14.7,1.5
191175.0,28.7,14.7,13.2,1.9
166414.0,29.3,14.4,13.7,2.5
