basari_sirasi,ayt_matematik,ayt_kimya,ayt_biyoloji,ayt_fizik
298046.0,9.1,2.7,4.7,4.3
250623.0,15.2,4.5,4.2,5.3
265461.0,16.8,4.5,4.6,3.3
218096.0,9.6,3.8,5.7,5.1
250798.0,13.9,4.0,3.5,5.3
296671.0,12.0,3.4,3.6,2.8
281118.0,10.3,3.5,6.0,4.6
250849.0,19.1,5.4,5.7,6.0
261988.0,8.6,2.4,5.2,3.3
251143.0,14.6,3.5,4.4,4.7
236929.0,16.2,5.0,4.4,2.6
231895.0,8.7,3.0,5.8,5.0
251393.0,14.1,5.7,4.9,3.6
286418.0,13.8,4.8,3.6,1.6
250480.0,8.6,3.2,5.5,2.0
251398.0,15.8,4.2,4.7,2.1
237699.0,16.2,5.6,4.3,1.7000000000000002
250815.0,7.5,3.3,5.6,2.3
251564.0,14.3,4.6,5.1,2.2
238669.0,15.1,5.6,4.9,2.3
244991.0,9.8,2.2,4.5,4.3
251739.0,15.0,3.4,4.7,5.9
292205.0,13.4,3.3,3.6,2.9
288524.0,9.2,2.2,3.4,4.5
251981.0,15.4,3.7,2.8,5.3
253547.0,9.6,1.6,3.9,3.2
252320.0,17.1,3.6,4.6,3.1
208657.0,16.4,6.6,5.0,1.5
243087.0,9.1,1.5,6.7,2.9
252350.0,13.7,3.8,5.2,4.4
215458.0,14.4,5.6,5.3,3.3
276628.0,8.5,2.1,4.8,3.2
252458.0,14.8,3.8,4.4,4.5
259742.0,14.2,5.2,4.5,2.3
238489.0,8.8,2.8,5.2,5.0
252483.0,15.4,4.2,4.2,5.4
297914.0,14.3,3.4,3.9,2.7
236785.0,13.4,2.8,4.2,3.3
252640.0,16.6,3.4,4.1,4.0
234336.0,16.9,3.7,3.7,2.1
111308.0,18.4,6.3,7.7,9.0
279747.0,10.4,2.4,4.4,5.5
252747.0,15.3,4.2,4.8,6.1
281407.0,15.6,4.1,3.8,3.6
293987.0,10.2,2.5,4.3,3.6
252839.0,14.9,4.3,4.8,5.7
249786.0,12.2,1.9,4.6,3.5
252859.0,12.4,4.3,4.4,7.4
255895.0,15.6,2.9,4.4,2.7
253797.0,8.1,3.4,4.7,3.6
252989.0,13.8,5.2,5.1,4.4
265229.0,19.4,4.1,3.4,2.6
231826.0,11.0,2.7,4.4,5.5
253064.0,15.0,3.1,3.8,4.8
272405.0,14.0,3.3,4.1,2.6
220315.0,8.8,2.1,5.0,3.8
253125.0,13.8,3.9,2.8,5.0
294592.0,8.6,1.1,5.1,1.6
253225.0,15.6,3.3,4.0,1.5
259348.0,21.3,3.4,4.9,0.5
253897.0,9.5,2.4,4.8,3.7
253603.0,16.2,3.1,4.6,3.0
240148.0,17.1,4.6,4.4,3.2
244348.0,8.8,5.1,4.7,4.2
253742.0,13.8,4.8,5.8,5.4
274785.0,14.4,1.8,3.9,1.8
254281.0,10.9,2.1,5.0,4.7
253921.0,16.5,3.8,4.4,6.0
269078.0,15.6,4.9,2.7,3.6
298350.0,7.6,2.2,4.3,3.0
253927.0,16.4,4.5,4.1,4.4
243586.0,17.8,4.1,4.3,3.2
252644.0,9.6,2.3,4.7,3.5
254053.0,14.1,3.4,4.3,4.5
285790.0,13.7,4.0,4.2,2.1
248968.0,9.4,2.3,3.9,4.5
254111.0,15.4,3.8,4.2,5.4
291260.0,13.3,3.7,3.8,3.3
299023.0,8.9,2.8,4.7,4.1
254169.0,16.8,5.1,4.8,5.7
174605.0,22.0,6.5,5.7,4.3
263438.0,8.9,2.3,4.8,2.9
254241.0,16.0,3.9,4.2,4.5
238768.0,16.7,4.6,4.3,2.2
160357.0,11.2,4.5,7.8,3.5
254416.0,16.1,4.9,3.9,9.1
129947.0,16.3,9.8,9.8,9.5
265958.0,9.9,2.8,5.4,4.8
254518.0,14.9,3.3,4.4,6.2
281180.0,10.9,2.7,4.5,3.0
229957.0,9.7,3.1,4.9,6.0
254536.0,14.8,3.1,3.9,6.2
301383.0,12.9,3.0,3.1,3.6
230643.0,10.7,3.0,4.9,4.3
254573.0,14.1,4.5,4.6,4.3
283375.0,8.9,3.0,5.9,7.3
254706.0,16.3,3.1,3.8,5.8
251507.0,17.4,4.0,3.9,3.4
215754.0,14.2,3.0,4.8,2.0
254756.0,16.8,3.0,3.9,4.9
155272.0,21.4,7.1,6.3,4.4
229767.0,15.6,4.4,6.7,7.6
255210.0,19.8,6.2,4.9,6.8
447063.0,11.0,2.9,3.4,2.6
240878.0,8.6,3.0,5.7,3.6
255400.0,13.9,3.7,4.1,4.2
268179.0,13.3,4.1,3.9,2.8
220235.0,10.0,3.1,4.6,4.5
255401.0,13.8,2.2,4.4,4.4
245416.0,13.5,5.3,6.0,0.7000000000000001
256071.0,7.9,3.5,5.2,4.5
255535.0,12.3,5.6,4.9,4.8
201714.0,22.7,4.6,4.9,0.8
215938.0,10.3,2.7,4.9,5.5
255553.0,15.1,3.5,4.0,3.9
288618.0,12.0,3.2,3.7,2.7
251205.0,11.8,1.8,5.0,3.4
255608.0,16.2,2.7,3.6,3.3
264456.0,6.4,3.6,6.0,3.2
255671.0,12.7,4.6,5.3,4.1
228973.0,13.8,4.9,2.2,4.0
243728.0,10.8,2.7,4.9,5.4
255787.0,15.3,3.5,3.9,6.2
268406.0,15.8,3.4,4.1,3.5
294867.0,11.0,1.5,4.1,3.8
255864.0,15.5,4.1,4.8,4.0
243179.0,16.4,5.4,4.6,2.6
307234.0,6.8,2.1,4.5,3.7
256193.0,14.1,1.5,3.5,5.9
271220.0,13.7,3.2,5.0,3.6
188023.0,12.3,3.1,5.6,4.7
256234.0,18.8,5.5,4.2,6.0
205445.0,21.4,4.8,5.2,3.8
256370.0,14.5,4.3,4.1,5.7
206763.0,16.2,5.4,3.4,4.1
298789.0,7.6,2.5,5.0,3.5
256751.0,13.7,4.3,4.2,2.9
250886.0,14.6,5.1,5.0,2.0
231151.0,10.8,3.2,5.8,4.2
256753.0,15.6,4.2,4.5,4.1
210297.0,20.0,5.5,4.7,2.9
297946.0,9.5,2.6,5.0,3.8
256845.0,14.2,4.0,4.8,5.4
292960.0,7.6,2.5,4.5,3.9
257324.0,14.8,4.1,4.1,4.4
274651.0,14.1,4.3,4.1,2.3
253780.0,9.5,3.5,4.7,4.7
257984.0,17.8,3.9,4.0,5.7
253156.0,17.2,3.8,4.1,3.8
251364.0,6.2,1.8,7.9,4.1
257989.0,12.8,4.3,4.3,6.8
259404.0,8.8,2.4,4.5,5.5
258011.0,16.4,3.9,3.5,5.8
296510.0,14.0,3.6,3.6,3.2
205633.0,13.7,3.2,5.4,4.1
252895.0,9.3,2.7,5.9,4.3
258311.0,14.7,3.9,4.6,3.7
232419.0,16.1,5.5,4.8,3.0
275730.0,8.6,3.5,4.2,1.8
258400.0,14.0,4.6,3.3,5.2
252573.0,19.9,3.8,2.0,1.5
258426.0,11.3,2.5,3.8,3.0
237664.0,10.3,2.7,4.5,4.6
258427.0,14.8,3.0,4.1,5.0
283046.0,14.5,4.1,3.5,2.6
213938.0,11.2,5.1,9.0,4.1
258900.0,15.0,2.6,5.0,7.4
131694.0,21.0,8.5,5.0,5.3
303006.0,13.1,1.5,2.7,3.0
259039.0,18.9,2.9,3.4,4.1
283747.0,17.9,4.5,2.8,1.8
292679.0,9.3,2.1,4.8,3.4
259122.0,16.1,3.0,3.6,4.2
288763.0,15.5,3.0,3.4,2.1
299996.0,10.3,3.1,4.4,5.0
259443.0,14.4,2.9,3.9,6.1
296221.0,7.8,2.9,4.3,4.8
259469.0,14.0,3.5,4.3,4.4
258861.0,10.2,3.2,3.8,5.1
259780.0,14.2,4.7,4.1,6.0
253581.0,15.9,4.0,4.0,3.9
263689.0,7.9,2.4,5.6,3.3
259818.0,14.0,3.2,4.7,4.8
270715.0,13.7,3.7,4.0,2.8
271595.0,11.3,0.3,4.2,3.3
259915.0,13.3,1.8,3.6,5.8
233438.0,10.4,2.4,5.0,4.6
260023.0,14.3,3.1,4.8,4.2
295998.0,11.4,3.9,3.5,3.1
284221.0,9.3,2.9,4.9,4.4
260134.0,15.2,4.5,4.4,5.9
246297.0,17.0,5.0,5.1,3.7
297450.0,9.7,2.2,3.8,2.8
260283.0,18.1,3.1,3.5,4.2
274996.0,16.5,4.2,3.2,1.8
234183.0,7.2,3.2,4.4,3.8
260324.0,13.4,4.3,4.5,3.0
296146.0,9.2,1.9,4.6,3.4
260530.0,13.8,3.9,4.1,3.4
251193.0,15.5,4.9,4.7,2.5
286525.0,8.6,2.0,5.8,2.4
260540.0,17.6,2.8,3.0,2.2
244873.0,13.6,3.6,3.9,2.2
239102.0,11.3,1.8,4.7,2.4
260548.0,12.8,3.0,2.9,6.2
266490.0,8.7,2.5,5.1,3.3
260597.0,14.9,3.4,4.5,4.0
260356.0,15.9,4.7,3.8,2.8
292790.0,9.0,2.3,4.1,3.4
260724.0,17.0,3.3,3.5,4.0
289201.0,18.0,3.3,2.9,2.3
296188.0,7.0,2.6,6.2,2.2
260758.0,16.0,4.0,5.0,3.6
249559.0,16.6,4.9,3.9,2.6
284338.0,8.9,3.1,4.5,3.2
260777.0,13.2,5.4,5.5,4.7
286077.0,14.6,5.6,4.2,2.5
244493.0,6.9,3.2,5.2,6.4
260842.0,12.8,1.6,4.6,3.6
200022.0,18.6,5.4,4.9,2.4
302589.0,8.6,3.2,4.9,4.0
260972.0,13.9,4.5,5.1,5.2
215596.0,17.1,5.2,5.3,4.2
270611.0,7.9,2.5,5.0,2.9
261053.0,14.3,3.8,4.0,4.5
247192.0,14.8,4.8,4.5,2.3
263335.0,9.6,1.4,3.5,2.0
261067.0,15.2,4.0,6.5,5.4
268711.0,9.7,2.7,5.8,3.4
261192.0,13.6,4.1,5.4,5.3
206575.0,17.8,5.7,5.6,4.1
209538.0,11.6,2.6,5.1,4.6
261292.0,14.2,3.3,3.4,5.8
243366.0,10.1,2.6,4.8,4.0
261685.0,14.2,3.1,4.4,4.8
282858.0,14.9,3.2,2.7,2.5
294403.0,7.3,1.2,4.2,3.5
261733.0,16.0,3.7,4.5,4.2
249723.0,18.4,3.5,4.4,4.2
256354.0,8.7,2.3,4.9,3.3
261919.0,13.5,3.4,4.7,3.7
234644.0,17.1,4.7,4.6,2.8
298408.0,8.6,2.1,4.8,3.6
261969.0,15.0,4.8,5.3,3.8
252250.0,18.7,5.0,5.3,2.2
251713.0,8.6,3.3,5.1,3.0
262346.0,12.9,5.0,4.8,3.4
262552.0,17.3,0.7000000000000001,2.8,5.0
263633.0,8.9,2.2,4.8,3.2
262634.0,13.8,3.9,4.3,4.0
296253.0,11.3,3.7,4.3,3.3
274585.0,9.2,3.0,5.5,4.9
262670.0,17.1,2.5,3.1,5.0
289595.0,14.5,3.8,2.8,3.3
299561.0,8.6,2.3,4.1,4.3
262726.0,16.9,4.4,4.8,6.0
291235.0,10.3,3.1,5.0,5.0
262971.0,15.6,4.3,3.8,5.4
286882.0,17.5,4.9,4.1,4.0
229623.0,9.8,3.1,5.2,4.8
263372.0,15.6,3.3,3.7,5.0
280675.0,15.8,4.2,3.5,2.8
268516.0,8.9,4.1,6.1,6.6
263444.0,16.9,4.0,3.9,5.7
298758.0,9.4,2.4,4.3,4.2
263454.0,15.7,4.0,4.4,5.8
213065.0,21.2,5.3,4.5,4.3
248221.0,10.8,3.8,4.1,3.3
263479.0,13.0,5.4,7.4,1.9
220642.0,18.2,5.7,2.5,4.9
269612.0,8.5,2.3,5.0,3.8
263626.0,14.5,3.1,4.3,3.9
253002.0,15.6,4.1,4.3,2.4
254522.0,9.1,2.6,5.0,4.5
263636.0,17.2,3.9,4.7,5.3
296556.0,6.8,2.2,5.2,3.2
263677.0,13.6,4.2,3.7,4.5
256399.0,14.5,4.6,4.0,1.9
264374.0,8.7,2.0,4.4,3.7
263731.0,14.3,2.3,3.2,4.9
297094.0,8.2,3.1,4.0,4.4
272186.0,9.3,1.6,5.2,3.9
264219.0,12.4,3.6,4.4,5.3
224410.0,13.3,5.9,3.8,2.3
272589.0,6.9,1.2,6.2,4.2
264282.0,12.9,3.3,3.6,6.5
282801.0,12.0,1.4,4.8,2.0
264331.0,15.6,3.2,4.4,2.5
239597.0,15.9,4.5,5.0,2.3
251872.0,9.2,3.6,5.0,3.6
264603.0,13.3,4.1,4.5,4.5
286574.0,13.2,5.4,4.2,2.2
249328.0,9.1,2.6,3.9,2.2
265113.0,12.8,4.0,3.7,6.0
264219.0,9.0,2.8,5.8,4.0
265325.0,14.6,4.7,4.7,4.6
293483.0,14.8,5.1,4.6,2.2
594548.0,5.3,1.4,3.8,1.8
265406.0,15.1,4.2,4.4,3.5
268599.0,15.6,4.9,4.0,2.0
256889.0,9.9,3.1,4.1,4.6
265466.0,14.6,3.3,3.8,5.7
289265.0,16.6,3.2,4.1,3.0
294829.0,10.2,2.0,3.8,4.9
265515.0,15.5,3.5,3.4,6.3
285016.0,16.3,3.7,3.4,2.6
256870.0,8.8,2.2,5.1,4.0
265538.0,14.3,3.6,4.7,4.1
287406.0,7.4,2.6,5.8,4.1
265728.0,14.7,3.7,4.9,6.1
223784.0,19.5,5.3,4.6,4.7
242893.0,10.8,2.4,4.9,4.6
265922.0,16.5,3.1,3.5,5.0
282868.0,14.1,3.5,3.5,3.3
262804.0,8.4,2.9,5.9,2.7
266274.0,13.8,4.1,5.6,2.3
296113.0,14.0,5.8,4.9,1.7000000000000002
251201.0,8.6,3.2,5.6,3.2
266599.0,14.7,3.1,3.5,4.0
275339.0,13.9,4.2,4.1,2.5
267987.0,10.5,2.3,3.8,3.2
266626.0,19.1,2.8,3.4,4.0
276197.0,16.0,3.7,4.6,2.0
313792.0,8.0,2.3,4.4,2.7
266687.0,14.1,4.5,5.2,3.4
264764.0,16.0,5.3,4.0,2.3
260494.0,10.9,2.1,4.2,3.9
266856.0,15.8,4.3,3.3,4.1
294356.0,14.8,3.5,1.9,1.6
247704.0,9.6,2.4,6.2,3.8
285062.0,8.2,2.4,4.5,3.3
267142.0,17.0,3.8,3.8,3.6
264979.0,15.5,4.6,4.2,2.8
260598.0,7.4,2.8,5.1,3.9
267322.0,14.0,3.6,4.6,3.7
243173.0,16.4,5.1,3.7,2.5
256494.0,9.4,2.4,5.0,4.4
267326.0,15.5,3.4,3.9,5.5
273374.0,8.8,0.4,4.5,6.2
267765.0,11.9,3.5,3.3,6.5
234765.0,10.4,2.7,4.7,4.6
267789.0,14.2,3.2,4.1,5.3
295714.0,7.5,3.2,5.8,3.5
267803.0,13.9,4.4,3.8,5.3
253805.0,16.6,4.8,4.3,2.9
267842.0,15.2,2.0,4.8,5.1
269628.0,9.8,2.1,4.7,3.9
267865.0,14.0,3.3,4.1,6.3
220788.0,19.0,4.4,4.3,4.6
242096.0,9.1,2.3,5.2,4.5
268059.0,14.2,3.2,3.8,5.1
279894.0,9.4,1.6,4.7,3.8
268086.0,13.8,4.8,4.5,6.1
253576.0,7.8,2.9,7.6,2.5
268231.0,15.9,2.7,1.8,3.1
209691.0,17.2,7.1,5.3,3.1
288078.0,7.3,3.6,3.2,5.0
268368.0,17.2,4.5,5.3,4.1
213886.0,20.6,6.4,4.6,3.6
265171.0,11.6,3.2,4.7,5.0
268510.0,16.3,3.6,4.2,6.5
271735.0,17.2,4.3,3.6,2.5
276506.0,8.6,2.1,4.5,3.1
268594.0,14.4,2.9,3.9,4.1
263207.0,16.0,4.2,3.7,2.7
266051.0,10.0,3.0,4.7,4.9
268606.0,16.4,3.8,4.9,7.2
279244.0,15.8,2.6,3.3,3.5
233215.0,10.2,3.1,4.9,4.8
268732.0,15.2,3.7,3.5,4.9
320236.0,13.7,3.3,3.3,2.7
253288.0,10.5,2.8,4.6,4.6
268909.0,15.2,2.6,3.4,5.8
267148.0,15.3,4.0,3.7,2.9
280899.0,9.1,2.2,3.9,3.0
269199.0,13.1,3.4,5.0,4.0
249330.0,15.7,4.9,4.7,2.7
251245.0,9.7,2.8,5.6,4.2
269349.0,12.7,3.7,5.6,3.2
245173.0,18.7,5.2,2.0,1.3
269720.0,8.5,2.2,4.9,3.3
269552.0,14.2,3.6,4.1,4.3
250860.0,16.0,4.6,4.4,2.9
296795.0,7.5,1.5,4.9,4.8
269629.0,16.9,3.4,3.2,5.2
309461.0,10.0,1.8,4.0,4.2
269795.0,17.5,3.5,2.9,5.1
324463.0,14.7,3.8,2.7,3.0
296819.0,7.9,2.0,4.5,2.2
269924.0,15.8,3.8,4.3,3.5
261933.0,15.9,4.8,4.1,2.5
296564.0,6.2,3.1,5.6,3.4
269932.0,14.5,3.9,3.9,2.9
259724.0,16.4,4.4,3.7,2.2
283120.0,9.2,2.3,3.8,3.9
255611.0,8.8,2.2,5.0,4.0
270366.0,14.9,4.4,4.9,3.8
184680.0,17.2,6.4,4.7,3.1
291655.0,9.3,2.9,3.5,4.5
270443.0,15.6,3.3,4.1,4.2
299785.0,8.6,2.0,4.5,3.7
270507.0,13.4,3.0,4.1,4.9
299052.0,14.5,3.5,3.0,2.0
248318.0,9.9,3.0,4.4,5.3
270543.0,14.9,3.3,3.9,6.3
261278.0,9.4,1.8,4.2,3.4
270669.0,13.6,3.4,3.8,3.1
222844.0,16.4,3.7,4.6,3.0
292758.0,7.1,1.8,5.1,3.4
270729.0,14.8,2.5,4.0,4.9
286029.0,15.2,3.3,3.7,3.4
258575.0,9.6,2.3,4.6,3.4
270783.0,13.7,3.7,4.6,3.5
329203.0,12.6,4.0,3.6,2.3
262293.0,9.4,2.8,4.8,3.5
270829.0,14.4,3.3,3.6,3.7
239894.0,16.1,4.6,4.5,2.4
281843.0,8.9,2.0,4.0,5.6
270914.0,15.5,4.2,5.0,4.4
266337.0,17.9,4.5,4.7,4.0
250208.0,9.4,3.1,5.6,4.1
270921.0,14.2,3.3,4.4,4.0
317925.0,12.5,2.9,4.0,2.6
284669.0,8.5,2.2,4.2,3.9
271269.0,15.1,3.3,3.3,4.9
261067.0,15.6,3.7,3.8,3.5
264261.0,7.9,2.8,5.8,5.3
271308.0,12.4,4.0,3.9,7.4
280266.0,16.8,3.8,2.6,4.0
276648.0,8.5,1.9,4.7,3.7
271315.0,15.0,3.6,3.2,5.3
290167.0,16.2,3.6,3.6,2.4
295426.0,10.5,1.7000000000000002,4.0,3.1
271411.0,17.5,3.2,3.6,4.5
308979.0,14.5,3.1,3.0,2.1
291492.0,7.0,0.7000000000000001,4.0,4.4
271964.0,13.1,4.4,4.6,3.8
258291.0,15.9,4.8,3.7,2.1
298523.0,8.7,3.5,5.6,2.7
272031.0,14.8,3.5,3.4,3.6
258275.0,16.2,5.1,4.5,2.5
281322.0,6.5,2.5,5.4,3.7
272300.0,12.2,3.4,4.9,4.0
292422.0,12.1,3.2,4.6,2.4
288870.0,9.0,2.8,4.5,4.2
272421.0,17.4,4.4,3.5,6.0
236967.0,18.9,4.2,3.9,3.2
298606.0,9.1,2.8,5.2,3.8
272457.0,15.2,4.1,5.2,5.9
285809.0,7.6,2.3,4.9,3.6
272553.0,14.1,3.5,4.2,3.6
246461.0,16.2,4.7,4.1,2.2
265233.0,9.2,2.8,5.1,4.5
272603.0,16.4,3.3,4.0,4.6
298215.0,14.2,4.0,4.4,2.6
367486.0,7.2,1.1,3.5,3.6
272614.0,14.4,3.8,4.9,6.0
225070.0,18.4,4.7,4.7,4.7
271268.0,9.5,1.9,4.3,4.1
272706.0,15.1,3.2,3.3,6.4
292485.0,14.1,3.5,3.8,1.8
243025.0,11.1,2.2,3.8,4.3
272787.0,13.8,3.5,4.4,6.1
289127.0,10.1,1.9,4.2,3.5
272844.0,15.9,3.4,3.9,4.0
297734.0,15.4,3.1,2.6,1.8
266105.0,10.1,2.3,4.7,4.3
272853.0,21.7,6.2,6.0,7.5
95317.0,29.0,8.2,6.8,7.3
253788.0,8.2,2.5,6.3,3.7
273041.0,12.2,3.9,4.9,4.1
286513.0,12.3,3.7,5.0,2.6
279961.0,9.8,3.4,1.9,2.8
289166.0,9.8,1.7000000000000002,3.9,6.1
260278.0,8.0,2.2,5.8,3.8
273143.0,13.8,3.5,4.8,4.6
292518.0,8.8,2.2,3.0,4.6
273256.0,14.0,4.0,3.1,5.8
289366.0,13.4,3.7,2.5,3.0
299951.0,9.4,2.6,4.6,4.1
273376.0,15.7,4.2,4.3,4.8
262356.0,5.3,3.5,5.7,3.9
273424.0,13.8,6.8,4.1,2.4
273347.0,8.1,2.3,5.3,2.4
273512.0,15.0,3.8,3.9,2.9
263194.0,15.3,5.0,3.8,2.2
279678.0,8.5,2.8,5.4,5.3
273921.0,12.4,3.8,4.0,4.2
253521.0,9.5,2.6,4.8,2.5
274012.0,12.0,3.3,6.4,3.3
201998.0,19.7,5.8,2.6,4.8
259507.0,11.7,1.2,5.8,1.2
274167.0,13.6,3.4,4.7,3.0
269562.0,16.1,4.1,3.6,2.2
232725.0,12.3,3.7,5.8,5.8
274352.0,17.9,5.1,4.2,7.0
262447.0,8.7,3.1,5.5,3.0
274518.0,13.2,4.7,4.1,4.0
294824.0,13.5,3.8,4.2,2.4
285384.0,8.1,2.4,4.4,2.7
274663.0,13.6,3.4,4.0,3.9
249582.0,15.8,4.6,4.1,2.8
280243.0,11.2,-0.8,6.2,1.2
274679.0,12.2,2.3,4.7,7.5
277300.0,18.0,4.6,4.1,5.4
255773.0,10.1,2.2,4.4,3.5
274798.0,14.2,2.4,3.5,5.3
284098.0,9.7,2.2,3.6,1.9
275136.0,15.3,3.7,2.8,6.5
262070.0,11.1,3.2,5.7,5.6
275142.0,16.3,4.2,3.8,5.8
281575.0,9.0,2.8,6.4,2.9
275169.0,16.1,4.2,4.2,3.1
264545.0,15.8,5.3,4.1,2.3
288957.0,10.7,2.2,3.5,2.8
275782.0,15.6,3.1,4.0,3.5
302369.0,15.8,3.0,2.8,1.5
266771.0,8.9,2.6,4.0,2.8
275810.0,12.4,3.3,4.4,4.6
241395.0,15.4,6.4,4.3,1.7000000000000002
255422.0,8.7,3.0,4.9,3.8
275848.0,14.2,4.2,4.3,3.7
308325.0,12.4,4.4,3.1,2.0
288972.0,9.0,3.4,6.4,2.8
275887.0,14.4,4.0,4.8,3.2
264031.0,15.8,5.3,4.3,2.1
251232.0,9.9,2.6,4.7,4.0
276198.0,14.1,3.3,4.4,5.2
250191.0,11.3,3.3,4.9,6.0
276208.0,16.3,4.8,3.5,6.3
223096.0,18.6,5.6,4.9,4.8
262909.0,6.1,1.9,6.1,4.6
276264.0,11.6,2.7,4.1,5.7
236590.0,16.3,3.4,5.8,1.3
281265.0,8.3,2.0,4.2,3.8
276444.0,13.4,3.4,3.8,5.6
269649.0,8.2,1.2,4.5,3.6
276558.0,15.1,5.0,3.1,2.2
253368.0,16.2,6.2,2.0,1.3
266437.0,8.8,1.6,5.6,2.8
276865.0,18.3,2.9,3.8,3.8
369427.0,10.9,2.2,2.4,2.0
268377.0,9.3,2.9,4.5,3.2
277180.0,14.1,3.1,3.6,5.4
269473.0,16.5,3.0,3.3,2.9
251751.0,10.3,2.3,4.4,4.2
277511.0,14.1,3.3,3.6,5.3
255480.0,9.4,2.9,4.3,4.5
277518.0,14.1,3.0,3.7,5.6
251497.0,8.2,2.7,5.1,4.4
277656.0,13.5,3.4,3.7,5.5
299264.0,6.3,2.8,5.2,3.0
277809.0,13.5,3.6,4.2,3.2
291061.0,13.9,3.9,3.8,1.9
261373.0,7.6,3.4,4.4,4.0
277944.0,15.4,3.1,3.0,2.2
269407.0,8.2,3.2,3.9,1.3
278069.0,17.8,2.1,1.7000000000000002,3.9
227124.0,20.1,4.5,3.6,1.2
269137.0,9.9,1.7000000000000002,4.1,3.2
278212.0,12.6,3.7,1.8,5.8
250819.0,15.3,4.0,4.5,2.1
269782.0,7.1,2.2,6.3,3.0
278342.0,12.3,3.4,4.0,4.2
277023.0,12.5,4.1,5.0,2.8
264422.0,8.3,2.4,5.2,3.7
278587.0,14.8,3.1,4.3,5.3
259007.0,16.9,4.5,4.3,2.3
277858.0,8.8,2.4,5.0,4.5
278676.0,15.5,2.2,2.5,5.4
308398.0,13.0,2.4,3.6,3.0
248145.0,9.6,2.6,4.4,4.8
278890.0,14.1,3.7,3.3,5.0
263683.0,8.3,3.1,5.2,3.1
279164.0,15.5,4.1,3.8,3.8
290756.0,8.8,3.5,4.1,1.8
279208.0,13.9,3.8,4.2,3.7
272164.0,15.2,4.4,4.0,1.9
287206.0,7.4,2.4,5.1,3.4
279353.0,13.7,3.5,4.0,4.1
260250.0,15.9,4.3,4.2,2.1
299900.0,8.9,2.1,3.8,3.0
279581.0,15.1,3.3,3.6,4.6
294879.0,8.4,3.1,4.5,3.3
279795.0,13.4,3.6,4.2,3.0
285434.0,16.9,5.6,3.7,2.3
284771.0,8.4,2.2,6.6,2.2
280054.0,11.2,3.2,2.5,5.9
267416.0,15.1,6.9,3.5,1.0
286155.0,8.3,2.2,4.5,3.4
280337.0,15.8,3.2,3.9,6.2
299345.0,7.8,1.3,4.4,3.0
280371.0,14.1,2.5,3.8,3.4
285499.0,14.7,3.2,3.3,1.7000000000000002
294401.0,5.5,5.9,0.6000000000000001,7.6
280513.0,12.5,3.2,4.3,5.5
262050.0,8.9,2.0,4.3,3.8
280662.0,13.7,2.5,3.4,4.9
287941.0,10.0,0.5,4.9,1.9
280977.0,13.5,4.6,4.6,5.6
300254.0,6.7,2.8,3.8,3.3
281213.0,14.6,4.0,2.0,2.5
277505.0,15.3,3.0,2.9,2.6
269385.0,9.1,2.4,3.9,3.8
281382.0,13.8,3.0,3.8,4.3
308587.0,9.0,1.8,4.1,3.0
281517.0,16.1,2.6,2.9,3.1
303785.0,15.2,4.1,3.0,1.7000000000000002
261782.0,9.2,2.4,4.6,4.3
281713.0,15.6,2.9,3.7,5.3
260492.0,11.7,2.4,5.1,2.8
281958.0,11.8,3.5,5.4,5.9
259558.0,15.7,3.8,3.9,0.9
292294.0,7.9,2.1,4.8,3.0
282169.0,12.4,3.7,4.5,4.5
296380.0,11.8,2.3,3.3,3.2
282361.0,16.2,2.3,2.5,4.8
268279.0,9.9,2.7,4.1,2.6
282672.0,13.7,2.8,7.0,3.5
224242.0,17.8,5.0,5.9,1.9
255989.0,8.3,3.2,4.9,4.8
282777.0,14.6,2.9,3.9,5.3
292082.0,8.0,3.0,6.0,4.3
283041.0,12.5,4.7,5.0,4.3
291467.0,8.9,2.0,4.5,3.6
283057.0,15.2,2.7,3.8,4.7
290704.0,13.0,3.6,4.1,2.6
270095.0,9.1,2.3,4.2,4.3
283150.0,14.5,3.3,3.4,5.1
258465.0,9.4,2.5,4.8,4.5
283224.0,14.4,3.1,3.5,4.8
281642.0,8.4,1.9,3.2,5.0
283257.0,16.1,1.9,1.9,2.6
272974.0,15.8,5.4,2.6,1.9
282722.0,8.1,1.8,4.5,3.0
283319.0,13.7,2.9,3.2,4.3
292672.0,12.0,3.9,3.7,2.8
257818.0,9.2,2.9,4.2,3.4
283496.0,14.9,2.9,3.7,3.1
249116.0,16.0,4.4,4.2,2.0
267798.0,9.4,2.5,4.8,3.0
283713.0,18.0,2.7,3.6,2.7
270175.0,10.6,2.7,4.3,3.5
284051.0,14.1,2.8,3.4,5.4
234265.0,11.9,3.9,5.2,5.8
284193.0,15.4,3.3,4.5,6.4
250439.0,12.7,3.9,4.6,4.2
298140.0,8.1,3.6,4.8,4.2
284200.0,13.4,4.6,4.7,4.4
274675.0,14.6,4.9,3.9,2.6
267745.0,8.3,2.4,4.3,4.6
284444.0,13.8,3.0,4.0,5.4
291540.0,8.2,2.9,4.5,1.6
284719.0,13.2,3.2,4.4,2.8
276067.0,15.2,4.7,4.1,2.1
270582.0,7.1,3.9,5.8,3.4
284720.0,12.8,3.6,3.6,3.7
302179.0,10.9,3.8,3.2,2.6
299242.0,8.0,2.1,2.6,2.5
284746.0,13.7,4.2,3.9,3.3
265393.0,14.1,5.6,4.2,3.0
