basari_sirasi,ayt_matematik,ayt_edebiyat,ayt_cografya1
515052.0,4.2,11.2,4.1
496478.0,3.6,12.4,3.2
495162.0,5.8,12.4,2.4
498253.0,4.3,12.1,3.8
471318.0,2.4,11.7,3.4
519317.0,3.6,12.8,2.7
496684.0,5.4,10.0,2.1
400001.0,5.6,12.9,3.6
415541.0,3.7,13.1,3.3
496763.0,5.9,12.3,2.3
395142.0,6.5,13.7,4.1
405702.0,3.7,11.3,3.3
497187.0,7.1,10.0,2.1
505855.0,4.7,10.0,4.4
451313.0,3.1,11.8,3.5
498797.0,5.8,11.0,2.5
466412.0,4.2,11.9,4.5
1498746.0,2.8,11.4,2.6
498811.0,6.3,12.9,2.2
726600.0,3.8,10.6,3.6
446376.0,3.2,11.7,3.0
499145.0,5.4,10.9,2.1
506562.0,3.5,11.2,4.3
398087.0,2.7,12.9,3.6
499396.0,5.3,10.6,2.4
511916.0,3.1,11.7,4.0
421354.0,3.0,12.7,3.2
501801.0,5.0,11.8,2.0
501771.0,3.5,11.1,4.5
461746.0,2.7,11.7,3.3
504134.0,5.0,11.7,2.3
501110.0,4.0,11.5,4.5
375666.0,4.0,12.2,3.1
504336.0,6.5,11.0,2.5
566101.0,5.8,8.7,3.8
416357.0,3.6,14.3,3.4
504695.0,8.2,14.6,2.6
239939.0,9.1,15.1,4.2
591742.0,3.7,11.4,2.8
508334.0,7.6,11.9,2.4
616081.0,7.2,9.1,3.1
446622.0,3.3,12.0,3.2
510421.0,6.9,11.0,2.1
509911.0,4.5,10.6,4.3
490202.0,2.3,12.4,3.3
511011.0,4.6,13.0,2.7
413296.0,5.0,13.9,3.9
500385.0,2.8,11.2,3.0
511525.0,6.4,9.9,2.3
519964.0,4.0,11.5,4.0
412631.0,4.4,13.4,3.0
439708.0,2.8,12.2,3.2
502624.0,2.2,11.1,3.5
511996.0,4.5,11.3,2.5
440505.0,2.2,12.9,3.0
513695.0,4.9,10.3,2.2
509232.0,2.8,12.4,4.2
499968.0,2.5,11.4,3.1
514220.0,5.3,11.2,2.3
493733.0,4.1,11.7,4.1
442679.0,3.4,12.1,3.5
514537.0,5.5,12.5,2.2
460200.0,4.4,12.6,4.0
298925.0,5.5,14.5,3.3
515271.0,8.2,13.5,2.4
214216.0,12.6,13.8,3.8
444277.0,2.7,12.5,3.3
516679.0,5.0,11.6,2.3
526358.0,3.6,11.0,4.0
441368.0,3.4,11.5,3.1
517685.0,4.9,11.3,2.1
525469.0,3.6,11.3,4.3
478498.0,2.6,12.5,3.3
519855.0,5.6,10.7,2.7
476369.0,3.9,11.8,4.5
473516.0,2.4,13.6,3.2
519908.0,5.2,11.8,2.2
517476.0,3.8,12.9,3.9
533632.0,2.8,11.9,3.3
520189.0,6.1,11.9,2.1
534360.0,4.7,12.3,4.3
461148.0,2.4,13.7,3.0
521152.0,4.8,12.3,2.2
492474.0,2.8,12.2,3.7
441235.0,2.6,13.8,3.3
521217.0,5.3,12.8,2.3
653790.0,3.1,10.2,4.2
435264.0,2.5,13.6,3.4
522685.0,4.4,11.9,2.1
517195.0,3.1,12.7,4.2
524179.0,2.3,12.3,3.4
523189.0,4.2,11.3,2.8
495046.0,5.1,11.9,4.0
471802.0,3.3,12.8,2.6
523570.0,6.2,12.0,2.4
458200.0,5.5,12.7,3.6
894629.0,3.3,10.8,2.8
523586.0,5.4,11.8,2.1
775685.0,3.3,9.8,4.0
480504.0,2.8,11.5,3.3
524164.0,6.0,10.7,2.1
526479.0,4.5,10.6,4.0
450906.0,2.6,12.4,3.3
524661.0,7.4,11.3,2.4
524186.0,4.1,12.2,4.0
627055.0,2.9,10.7,3.2
526319.0,6.5,10.4,2.0
516508.0,4.2,11.4,4.4
410376.0,3.2,14.1,3.5
527490.0,6.7,11.4,2.4
382898.0,6.4,14.2,3.7
490378.0,1.7000000000000002,13.2,3.7
527575.0,4.8,11.9,3.0
487503.0,4.0,11.8,4.5
1335236.0,1.2,5.7,2.6
528160.0,4.9,10.6,2.1
749163.0,5.1,6.8,3.2
426206.0,4.0,12.2,3.1
529341.0,7.1,11.6,1.9
443553.0,7.0,11.1,4.3
513874.0,4.4,11.8,3.4
529384.0,4.8,11.4,2.3
569976.0,1.9,11.2,4.7
437856.0,3.0,11.1,3.4
530183.0,5.2,11.2,2.1
505936.0,4.3,11.4,4.0
407253.0,4.1,13.0,3.2
530196.0,6.4,11.0,2.4
416499.0,6.7,12.5,4.4
481278.0,2.0,13.6,3.2
531159.0,4.2,12.0,2.4
434238.0,4.2,13.0,3.9
460856.0,3.1,12.1,3.0
531456.0,4.2,10.5,2.2
583105.0,2.6,12.0,4.1
559632.0,2.0,12.1,3.4
531772.0,5.9,11.1,2.5
518267.0,3.8,13.2,4.0
495083.0,2.3,11.1,3.3
532133.0,4.3,11.4,2.6
516920.0,3.2,12.1,4.0
651773.0,2.3,10.0,3.2
532526.0,5.5,10.1,2.7
748853.0,3.8,9.4,4.9
468791.0,3.0,12.6,3.3
532683.0,4.5,12.0,2.5
530241.0,3.4,12.3,4.1
542029.0,3.1,12.4,3.0
533116.0,5.0,12.6,2.0
576137.0,3.6,12.1,4.2
565812.0,3.6,10.5,2.8
533121.0,7.3,10.0,1.6
406614.0,9.8,9.6,4.0
467514.0,2.4,12.7,3.3
534227.0,4.9,11.7,2.2
504304.0,4.2,11.6,4.1
499222.0,3.1,10.9,3.2
534756.0,5.3,11.3,2.3
575315.0,3.7,10.2,4.4
697094.0,3.0,12.6,3.1
536079.0,7.1,13.2,2.2
624900.0,3.9,13.2,3.9
845808.0,2.2,10.1,2.9
536533.0,6.3,13.1,2.5
624431.0,5.1,11.2,3.8
540763.0,2.9,12.7,2.8
537829.0,5.8,12.2,2.4
396933.0,5.8,12.6,4.1
486594.0,2.5,12.1,3.2
538078.0,5.5,11.5,2.2
503006.0,4.3,11.9,3.9
480760.0,2.2,11.7,2.8
538896.0,4.2,11.6,2.2
513478.0,3.7,11.7,4.2
413032.0,3.9,11.5,3.1
538964.0,6.5,9.8,2.4
532534.0,3.7,10.9,4.6
558579.0,2.4,11.3,3.5
539840.0,5.1,11.4,3.0
515958.0,3.8,11.6,4.4
1648293.0,1.5,3.9,1.4
540231.0,6.3,10.4,1.9
1200371.0,3.4,4.5,3.9
405861.0,4.1,12.7,3.5
540821.0,4.2,12.0,2.4
573447.0,3.6,11.4,4.0
518405.0,2.2,12.2,3.4
541507.0,4.8,11.1,2.5
569960.0,3.3,11.5,4.0
500361.0,2.9,11.2,3.3
541702.0,4.5,11.5,2.7
454378.0,4.3,13.0,3.8
562453.0,2.5,11.4,3.2
541846.0,5.0,11.2,2.7
515396.0,3.1,11.3,4.1
640714.0,2.4,9.4,3.1
542125.0,6.3,10.1,2.0
449680.0,6.3,12.7,3.5
419449.0,2.9,12.2,3.5
542642.0,4.6,11.3,2.3
537813.0,3.7,10.9,4.1
534451.0,2.7,9.5,3.1
542721.0,6.8,9.5,2.3
843532.0,1.3,8.8,4.9
440083.0,3.1,14.1,3.0
543318.0,6.4,14.2,2.5
377273.0,6.6,14.6,3.9
492899.0,2.4,10.9,3.2
543889.0,4.7,9.4,1.9
524722.0,3.2,10.8,4.2
649164.0,2.6,12.3,2.9
544473.0,5.9,12.8,2.4
582602.0,4.9,11.5,3.8
464717.0,2.4,14.1,3.0
545801.0,4.1,13.2,1.9
591287.0,3.5,10.7,3.9
496168.0,2.2,12.7,3.0
545847.0,5.0,11.2,2.6
398096.0,6.9,11.8,4.0
547668.0,3.0,9.7,2.9
547580.0,6.6,10.0,2.2
577050.0,3.7,10.6,4.5
727363.0,2.7,9.5,2.8
547946.0,7.3,9.3,2.7
887884.0,2.4,8.7,4.4
516549.0,2.7,10.6,2.7
548833.0,6.8,10.2,2.2
403120.0,6.7,11.3,4.0
453341.0,3.5,10.9,3.1
549830.0,6.6,8.3,2.5
393287.0,5.7,12.1,4.4
466719.0,2.9,9.2,3.1
550571.0,5.3,9.0,2.5
668043.0,2.7,10.0,4.8
621609.0,1.2,11.2,2.9
551241.0,6.1,12.0,2.2
609612.0,4.1,8.2,2.9
551795.0,8.9,8.6,2.0
684703.0,4.3,8.9,4.4
490496.0,2.5,12.3,3.1
552359.0,4.0,11.6,2.2
596516.0,2.3,12.1,4.2
680587.0,1.8,11.1,3.4
552495.0,5.8,10.9,2.7
577646.0,3.1,12.0,4.2
528605.0,2.7,12.3,2.8
552577.0,4.3,13.3,2.8
536170.0,5.3,12.3,4.4
517025.0,2.7,11.3,3.2
554302.0,5.6,10.9,2.0
527819.0,4.6,11.6,4.1
485209.0,2.4,12.4,3.1
1589221.0,2.5,7.2,2.8
554708.0,6.6,10.8,1.2
572313.0,5.6,9.2,4.0
500600.0,2.4,14.4,3.3
554757.0,5.3,12.7,2.2
457375.0,3.8,13.7,3.8
544408.0,2.9,11.4,2.9
554955.0,5.2,11.9,2.5
569520.0,3.6,11.3,3.8
518325.0,5.0,8.7,2.4
555301.0,11.1,6.0,1.3
442400.0,3.4,12.4,5.2
508990.0,3.2,10.3,3.0
555999.0,5.1,7.4,1.8
402724.0,6.5,11.8,4.0
456783.0,3.0,11.8,3.3
557034.0,4.6,11.5,1.8
509518.0,3.4,11.8,4.2
483095.0,2.0,12.2,3.4
557107.0,4.4,11.8,2.5
535505.0,3.9,11.0,3.7
442152.0,2.5,12.8,3.3
557192.0,4.6,11.4,2.5
485876.0,4.4,11.8,3.9
615996.0,3.0,10.3,3.0
558171.0,7.2,10.8,2.1
699525.0,3.7,11.0,3.6
521713.0,3.1,11.2,3.1
558478.0,6.6,9.5,1.9
578451.0,5.2,9.0,3.9
1065937.0,1.0,6.7,2.8
558822.0,6.4,9.2,2.9
945466.0,3.2,8.5,4.2
448255.0,2.7,13.5,3.1
560421.0,5.3,11.6,2.2
553577.0,3.1,12.1,3.7
545080.0,2.2,10.6,3.5
560720.0,5.8,10.5,2.1
538424.0,5.0,10.3,4.2
502972.0,3.2,10.3,3.1
562065.0,4.8,11.1,2.5
551889.0,3.3,10.6,4.5
491841.0,2.4,11.7,3.0
530465.0,2.9,10.6,3.2
563695.0,5.5,9.0,2.0
632644.0,3.4,9.8,4.3
508713.0,2.4,10.9,3.1
563819.0,4.8,10.1,2.2
635543.0,3.2,9.5,4.1
466902.0,4.1,10.2,3.2
564872.0,6.0,9.8,2.1
468240.0,2.8,11.5,3.2
564967.0,6.9,10.0,1.9
626494.0,4.3,10.3,4.0
447822.0,3.4,10.6,3.4
565126.0,6.0,9.5,2.1
535434.0,3.3,10.2,5.0
492225.0,2.8,11.1,3.0
565185.0,4.6,11.2,2.4
514059.0,3.7,11.9,4.0
405145.0,4.0,13.8,3.5
565357.0,6.7,12.8,2.7
315524.0,7.5,13.5,4.6
669559.0,2.4,6.3,1.5
565690.0,8.8,4.3,0.8
434167.0,7.8,10.4,3.3
503066.0,2.9,10.9,3.0
566013.0,6.3,9.0,2.0
539932.0,3.0,10.1,4.3
504455.0,1.9,12.5,2.8
566943.0,4.4,10.4,2.2
471291.0,4.3,12.5,4.3
1674267.0,1.5,6.0,2.0
567375.0,4.9,12.1,2.8
512759.0,4.1,11.9,4.4
510398.0,2.0,12.5,3.0
567643.0,4.3,10.9,2.6
435544.0,6.2,12.6,4.3
518012.0,2.7,11.4,3.2
567697.0,5.7,10.0,2.0
591692.0,4.0,9.8,3.7
405675.0,3.3,12.4,3.1
567713.0,6.0,12.1,2.8
527030.0,1.9,13.1,3.4
568036.0,4.1,13.0,2.4
476109.0,3.7,13.3,3.8
467150.0,3.5,10.6,3.0
568430.0,5.8,9.6,1.8
564480.0,4.7,9.1,4.4
650764.0,2.8,9.1,2.5
568811.0,9.7,7.3,0.5
497113.0,2.9,10.5,3.1
570149.0,5.0,11.2,2.2
441606.0,6.5,9.9,3.7
645014.0,2.4,8.6,3.1
572099.0,6.9,9.1,2.3
560287.0,5.9,10.0,4.0
508078.0,3.1,13.1,3.1
573170.0,5.0,13.3,2.3
405225.0,7.2,12.6,4.0
1346864.0,1.4,8.0,2.3
573391.0,5.3,11.9,2.3
419970.0,5.4,12.6,4.0
1174501.0,2.2,10.9,3.0
573442.0,5.0,12.4,2.0
558958.0,4.1,11.6,4.1
503520.0,2.0,11.9,3.1
574306.0,4.0,10.5,2.1
528728.0,3.5,11.2,4.0
525617.0,5.1,12.5,3.1
575106.0,8.0,11.4,2.1
488500.0,8.2,11.6,4.2
882114.0,2.0,7.7,2.9
575144.0,8.3,9.6,2.2
713030.0,3.4,10.2,4.8
496937.0,2.7,10.8,3.5
575355.0,4.6,10.7,2.5
533959.0,3.9,12.3,4.3
640567.0,2.7,8.8,3.2
575414.0,4.6,11.0,1.9
666735.0,2.7,9.0,2.1
576044.0,8.0,7.3,1.7000000000000002
729256.0,1.4,6.6,2.3
576320.0,8.6,8.1,1.1
520230.0,3.0,11.8,4.2
421662.0,5.2,10.1,3.3
576476.0,5.2,9.9,2.8
535276.0,4.4,10.3,4.9
905716.0,1.7000000000000002,11.3,2.6
577397.0,4.4,10.7,2.2
573691.0,4.7,13.0,3.9
515064.0,2.2,11.0,3.1
577734.0,5.1,10.5,2.2
590544.0,2.8,11.5,4.2
439788.0,4.0,11.3,3.1
578671.0,5.2,11.0,2.3
469835.0,2.4,12.5,3.3
579059.0,4.0,11.8,2.0
564279.0,3.1,11.6,4.1
444219.0,2.9,12.8,3.8
579262.0,5.1,11.3,2.3
624572.0,3.2,11.0,4.3
493625.0,1.9,13.5,3.1
580029.0,3.9,11.0,2.3
563283.0,2.8,11.4,4.3
480754.0,2.8,10.7,3.2
580442.0,5.3,10.4,1.8
646815.0,3.0,10.0,3.9
535714.0,2.0,12.0,3.4
580832.0,4.9,13.2,2.2
556799.0,3.4,12.5,3.9
557251.0,3.5,9.8,3.2
1025952.0,-1.2,8.8,1.0
581807.0,5.0,10.3,0.0
630838.0,0.0,5.5,4.8
497159.0,4.3,9.1,2.9
581985.0,5.6,8.8,2.1
586020.0,3.1,10.2,4.6
500504.0,3.1,10.3,3.1
582334.0,5.5,11.5,1.8
518121.0,4.3,12.1,4.0
527433.0,2.3,11.9,3.1
582484.0,5.1,10.3,2.4
551975.0,3.5,11.1,3.7
445332.0,3.3,11.7,3.1
582742.0,3.5,11.4,2.3
517145.0,2.3,11.8,4.6
503762.0,2.6,12.1,3.4
583797.0,4.5,10.7,2.0
571785.0,2.7,12.0,4.0
477057.0,2.8,11.5,3.0
584072.0,3.9,11.6,2.5
574120.0,2.7,11.3,3.4
584661.0,5.7,11.8,2.1
457290.0,5.7,11.8,4.2
493612.0,3.3,10.8,3.2
584902.0,5.3,9.7,2.1
511218.0,4.2,12.0,3.9
1275019.0,1.6,8.4,2.8
585053.0,4.6,10.8,2.2
592144.0,6.1,10.1,3.9
654194.0,-0.2,8.5,5.0
585079.0,2.5,13.3,3.5
418889.0,2.9,13.6,3.4
586739.0,4.6,11.3,2.3
456933.0,4.7,12.8,3.9
472117.0,2.4,12.4,3.4
587454.0,4.9,10.6,2.0
592601.0,3.9,10.0,3.9
518211.0,2.0,9.6,3.0
588033.0,5.8,9.3,2.1
672692.0,2.1,9.5,4.4
633637.0,2.5,9.3,2.5
588182.0,5.6,10.7,1.6
497962.0,3.6,11.5,3.3
589501.0,6.4,10.4,2.0
605346.0,4.1,10.2,4.2
568271.0,1.4,11.3,3.1
589671.0,4.4,11.0,2.1
571107.0,3.1,11.4,4.1
588814.0,2.3,11.5,3.2
589946.0,7.0,12.8,2.5
364107.0,7.6,13.6,4.3
534499.0,2.7,10.0,2.7
591164.0,5.4,8.5,1.6
574732.0,4.3,10.2,4.0
494469.0,2.1,12.4,3.3
591292.0,3.9,11.2,2.0
595838.0,3.1,10.6,4.4
803053.0,1.1,10.2,3.6
591648.0,4.5,13.3,2.5
792452.0,2.5,11.6,3.5
443716.0,3.2,10.6,3.1
592260.0,5.4,9.2,2.4
618158.0,3.7,9.8,4.3
758853.0,2.3,6.2,2.0
592913.0,6.8,8.0,1.4
423990.0,9.0,9.9,3.9
550768.0,2.8,11.7,3.4
592935.0,5.3,10.2,2.1
553895.0,4.0,11.5,3.9
488255.0,2.6,11.8,3.4
593457.0,4.6,10.4,2.3
564244.0,3.6,10.4,4.3
505783.0,2.8,12.0,3.1
593687.0,4.5,11.2,2.4
559380.0,3.2,11.2,3.7
1388839.0,3.5,4.9,2.0
595853.0,4.5,10.0,1.9
596102.0,7.4,9.8,5.1
774273.0,2.3,9.3,3.1
596108.0,5.4,12.0,1.8
777847.0,3.1,10.7,3.8
557753.0,1.7000000000000002,12.6,3.3
596809.0,4.4,12.6,2.5
443617.0,4.8,13.5,3.6
589330.0,1.8,11.0,2.9
597014.0,5.0,10.7,2.8
488033.0,3.9,13.6,3.9
577944.0,2.2,9.9,3.4
598766.0,5.1,11.1,2.1
622390.0,2.7,11.8,3.3
516777.0,2.4,10.9,3.3
375214.0,3.8,14.9,3.2
599802.0,8.2,13.9,2.2
258461.0,9.7,15.0,4.2
594154.0,1.8,10.4,3.2
600206.0,3.8,13.8,1.9
973163.0,1.4,10.0,3.8
515058.0,1.4,11.5,3.4
600273.0,4.3,12.3,1.5
1184043.0,1.1,9.1,3.5
563291.0,2.7,10.6,3.2
600283.0,4.9,10.8,2.4
550014.0,3.7,12.1,3.8
544925.0,2.1,10.6,3.1
600492.0,3.3,11.5,2.2
601089.0,3.1,10.7,4.0
721720.0,1.4,9.5,3.2
600842.0,4.5,11.1,1.7000000000000002
597010.0,2.7,10.2,4.3
555051.0,2.7,10.7,3.1
601720.0,4.2,11.0,2.6
541862.0,3.5,10.5,4.2
1514564.0,1.4,6.6,2.7
601928.0,4.6,9.4,3.2
771232.0,4.2,8.1,3.7
427942.0,6.2,8.8,2.7
602935.0,5.3,9.0,2.0
730265.0,4.0,7.4,3.5
596437.0,2.9,9.0,2.9
603024.0,5.0,9.2,2.0
536926.0,4.1,10.4,4.5
607030.0,3.3,9.1,2.6
603317.0,5.6,8.9,2.1
665376.0,4.7,8.7,3.6
528335.0,2.6,10.9,3.0
603418.0,4.4,9.5,2.4
535037.0,3.5,11.6,4.2
612098.0,2.4,10.6,3.1
603788.0,6.3,9.1,1.9
597250.0,5.5,9.5,4.0
476806.0,2.8,10.2,3.2
603899.0,5.1,9.1,2.4
642807.0,2.8,9.5,4.5
605824.0,3.2,8.3,3.0
604209.0,8.0,7.0,2.1
708203.0,3.4,8.0,3.8
552640.0,2.7,11.3,3.1
605321.0,4.8,11.4,2.2
581901.0,3.1,11.5,4.1
695071.0,2.1,9.7,3.1
605844.0,5.7,9.7,1.7000000000000002
563801.0,2.9,12.9,3.3
606045.0,4.7,13.4,2.4
405655.0,5.9,14.1,4.4
635880.0,2.0,11.2,3.2
606855.0,5.4,11.2,2.3
440645.0,4.3,14.1,3.7
554406.0,2.4,11.5,3.2
608093.0,4.5,11.2,2.2
563971.0,3.3,11.6,3.7
532762.0,2.3,10.8,3.2
602326.0,2.6,10.3,3.2
650621.0,1.7000000000000002,9.8,3.2
608750.0,4.3,10.0,2.1
671058.0,3.5,9.9,3.9
560474.0,3.0,9.4,2.8
609251.0,4.4,10.3,1.7000000000000002
605872.0,3.4,10.8,4.0
682432.0,1.2,7.2,3.6
609282.0,6.8,11.8,3.3
647645.0,4.7,8.5,5.2
585143.0,3.1,11.1,3.1
611913.0,5.2,10.2,2.2
594447.0,5.9,9.8,4.4
484468.0,5.4,10.1,2.0
612099.0,5.0,8.5,0.1
631677.0,1.9,10.0,3.3
484017.0,3.0,11.4,2.8
612884.0,5.0,10.1,2.3
619425.0,3.6,10.4,3.8
545799.0,1.9,11.5,3.4
613555.0,4.9,9.8,1.7000000000000002
644275.0,2.2,9.5,4.5
479124.0,3.7,11.4,3.1
613855.0,5.4,9.5,1.8
607936.0,3.6,9.9,4.0
743945.0,0.4,6.8,2.6
614322.0,4.0,10.3,1.6
504188.0,4.8,11.2,3.5
514180.0,2.3,12.3,3.0
614658.0,5.2,11.2,1.4
499252.0,2.6,11.5,3.1
614809.0,5.0,10.1,1.9
645655.0,4.0,10.0,3.8
489736.0,2.7,12.2,3.0
615113.0,6.6,9.9,1.7000000000000002
423812.0,6.8,11.2,3.7
356617.0,4.9,12.6,3.2
615636.0,5.0,10.8,2.1
649609.0,2.6,11.4,4.2
559482.0,3.0,7.6,2.8
615795.0,7.6,6.3,1.7000000000000002
570922.0,3.9,7.6,4.2
528514.0,2.4,10.3,3.1
616733.0,4.9,9.9,2.0
613881.0,2.6,10.9,4.1
542669.0,2.8,10.4,3.1
617066.0,6.0,8.5,2.1
630404.0,3.7,9.7,3.8
447795.0,2.3,12.7,3.4
575014.0,2.2,10.1,2.8
619322.0,4.8,10.3,1.8
645894.0,2.2,10.3,4.1
476937.0,4.3,10.6,3.5
619805.0,4.2,9.7,2.2
567711.0,2.8,9.1,4.5
498987.0,3.7,10.2,3.2
620028.0,7.0,10.2,1.6
673014.0,5.8,8.6,4.2
549140.0,2.1,10.8,3.2
620153.0,3.8,10.5,2.2
640485.0,4.1,9.6,4.0
529600.0,2.3,11.7,3.0
620419.0,4.0,11.8,2.2
609467.0,3.1,11.8,3.9
1114386.0,1.6,9.0,2.8
620824.0,5.4,12.6,1.8
437125.0,5.1,12.3,3.9
534429.0,2.5,11.6,3.1
622619.0,4.1,10.9,2.3
542125.0,2.4,11.3,4.8
551289.0,2.6,11.7,3.3
622670.0,4.0,11.2,1.9
550829.0,3.1,12.1,4.0
488722.0,2.6,11.8,3.0
624556.0,4.0,9.7,2.1
699077.0,3.8,8.9,3.6
598776.0,2.5,11.5,3.1
624675.0,4.1,11.6,2.2
604117.0,3.4,10.7,3.9
550069.0,1.8,12.1,3.4
625669.0,3.7,10.1,2.1
615479.0,2.5,10.9,4.0
556013.0,2.1,11.2,2.8
625698.0,4.0,10.7,2.2
639668.0,2.3,11.0,4.1
614460.0,2.0,9.7,3.1
625855.0,5.2,9.0,2.0
638851.0,2.4,10.1,4.1
595872.0,2.4,9.7,3.0
626453.0,5.6,8.6,1.6
653120.0,5.5,8.4,4.2
551639.0,2.7,11.7,3.1
626587.0,5.1,10.1,1.7000000000000002
600069.0,5.3,8.5,3.4
607256.0,3.6,8.6,2.4
627615.0,4.3,9.7,1.7000000000000002
672464.0,2.5,5.7,3.3
627645.0,6.9,8.9,1.8
365803.0,6.5,10.0,4.8
760143.0,2.2,7.2,2.5
627661.0,5.2,8.8,2.2
674575.0,4.4,7.2,3.8
513315.0,2.6,10.6,3.0
629250.0,7.6,8.3,1.4
558500.0,4.6,8.9,4.0
587436.0,1.8,11.5,3.4
629457.0,2.8,10.9,2.5
543514.0,1.8,11.8,4.9
566478.0,2.9,9.1,3.2
629838.0,4.1,9.2,1.9
603973.0,2.7,10.7,4.0
791487.0,1.7000000000000002,10.3,2.7
630550.0,4.2,10.4,2.6
610519.0,3.6,10.3,4.4
568776.0,2.9,12.3,3.1
630919.0,4.4,11.3,2.1
534358.0,4.4,12.1,3.7
535146.0,3.2,10.4,2.8
631143.0,5.5,10.0,1.8
654836.0,4.1,10.2,4.0
582044.0,2.7,9.5,3.0
631542.0,4.9,9.9,2.2
689169.0,4.6,10.1,4.0
555874.0,1.8,11.9,3.1
632311.0,5.3,9.9,2.0
607779.0,3.3,11.1,3.7
554206.0,2.5,11.0,3.2
633122.0,3.9,8.9,2.5
581876.0,2.2,10.1,4.1
596950.0,3.7,9.9,3.4
633380.0,6.2,10.1,2.2
569631.0,2.0,12.8,3.5
633446.0,2.2,15.2,3.1
784569.0,4.0,9.3,3.2
838922.0,1.2,8.0,2.9
633858.0,5.5,10.3,1.6
664164.0,2.7,8.7,4.1
546465.0,3.3,9.8,2.9
634000.0,5.6,9.8,1.6
630911.0,3.9,10.1,3.6
587781.0,2.2,12.1,3.0
634331.0,5.0,11.6,2.5
551816.0,3.3,12.5,3.8
555544.0,1.7000000000000002,11.3,3.0
635230.0,3.5,10.8,2.3
640308.0,3.5,10.0,4.2
560188.0,1.6,12.2,3.1
635269.0,3.6,10.8,2.3
495001.0,3.5,12.3,4.0
564409.0,2.0,11.7,3.2
635523.0,4.0,11.0,2.3
636999.0,2.9,10.8,3.9
628969.0,2.7,9.0,3.2
635785.0,5.1,10.3,1.9
641795.0,3.2,9.8,3.6
948318.0,2.6,6.3,2.2
636189.0,5.1,9.1,1.8
600425.0,3.2,9.9,4.5
597240.0,2.8,10.2,2.9
636757.0,4.5,9.4,2.0
606542.0,3.4,11.0,3.9
528334.0,3.1,10.7,3.0
638760.0,5.3,11.0,2.0
493383.0,6.0,9.8,4.2
486558.0,3.4,9.8,3.0
639026.0,4.9,9.1,1.9
664955.0,3.9,9.2,4.0
481646.0,5.0,8.8,3.1
639478.0,6.7,8.2,1.9
742081.0,4.0,8.3,4.4
491382.0,2.2,11.8,3.1
639712.0,3.8,11.3,1.9
661209.0,2.6,10.1,3.9
573234.0,1.8,12.2,3.0
640337.0,4.1,10.7,1.9
557077.0,3.2,11.9,4.1
560542.0,2.4,10.0,3.1
641685.0,5.2,9.9,2.1
657011.0,3.6,10.0,4.0
517735.0,2.8,10.9,3.2
641832.0,4.0,11.0,2.1
715978.0,3.5,8.8,4.2
639582.0,2.6,9.1,2.8
642222.0,5.4,9.5,1.3
625868.0,5.5,8.3,4.3
527846.0,2.8,11.0,3.2
642346.0,4.7,10.3,2.0
671408.0,3.6,9.5,4.2
1277139.0,1.0,9.1,2.7
643547.0,4.0,11.8,2.2
576011.0,3.6,11.1,4.3
566322.0,2.1,11.8,3.2
643969.0,3.7,11.2,2.2
616038.0,3.3,10.8,4.1
569054.0,2.1,11.0,3.1
644491.0,3.9,10.6,1.8
671876.0,3.5,10.5,4.0
544083.0,1.9,12.0,3.3
645321.0,4.2,11.2,2.0
750493.0,2.0,8.3,3.2
646485.0,5.0,8.9,2.2
588616.0,4.5,11.7,4.3
801406.0,2.8,8.4,2.7
646771.0,5.0,9.7,1.6
857045.0,2.2,10.1,3.7
569951.0,2.7,10.5,3.0
647256.0,4.7,9.2,2.3
665176.0,2.8,10.1,4.2
558056.0,2.4,10.0,3.1
647874.0,5.4,9.5,1.6
650730.0,3.2,9.6,4.5
602706.0,3.3,9.0,2.9
647926.0,6.2,9.5,2.0
372850.0,7.8,10.5,4.2
512374.0,2.8,10.7,3.2
648421.0,5.1,9.6,1.9
689278.0,3.6,9.3,4.0
734098.0,1.2,8.3,2.6
648843.0,6.0,9.2,2.6
548001.0,2.7,14.9,3.5
623438.0,1.8,10.0,3.0
650962.0,3.7,10.4,1.7000000000000002
579044.0,2.6,11.9,3.9
535003.0,2.1,11.5,3.2
652014.0,4.9,9.5,2.1
603100.0,3.3,10.5,3.6
691904.0,3.1,9.9,2.9
652078.0,5.3,9.6,2.1
536930.0,2.6,11.3,4.8
772403.0,3.2,7.0,3.1
652607.0,5.8,8.9,2.3
618960.0,4.4,9.6,3.8
1544105.0,1.4,4.1,2.5
652764.0,5.8,9.7,1.4
807868.0,3.6,7.3,3.8
790317.0,1.3,8.2,3.1
654620.0,4.1,9.7,2.1
525535.0,4.3,11.4,4.4
449187.0,2.9,12.3,3.3
655130.0,4.0,9.8,2.2
728921.0,3.1,9.9,3.7
590706.0,2.1,11.7,2.8
655335.0,4.0,11.0,2.2
538638.0,3.1,11.7,3.8
606634.0,1.7000000000000002,10.8,3.0
656283.0,3.7,10.5,1.7000000000000002
656497.0,2.3,11.2,4.3
583167.0,1.8,13.2,3.3
656332.0,4.0,11.6,2.3
513446.0,3.2,12.8,4.1
519974.0,2.6,10.9,3.1
656658.0,4.8,9.8,1.7000000000000002
665392.0,3.2,9.9,3.9
576539.0,2.6,10.3,3.0
657579.0,4.7,9.6,1.8
679010.0,3.2,9.7,4.1
1382446.0,-4.8,5.2,3.5
659310.0,6.3,6.5,2.8
654291.0,1.9,9.3,3.1
